"Type of data","Self-estimated health","Sex","Age group","Year","Self-estimated health"
"Unweighted","Average","Men","16-24","2010",28.9
"Unweighted","Average","Men","16-24","2012",25.9
"Unweighted","Average","Men","16-24","2014",17.2
"Unweighted","Average","Men","16-24","2016",22.1
"Unweighted","Average","Men","16-24","2018",26.4
"Unweighted","Average","Men","16-24","2020",15.1
"Unweighted","Average","Men","16-24","2022",21.8
"Unweighted","Average","Men","16-24","2024",33.0
"Unweighted","Average","Men","25-34","1990",54.5
"Unweighted","Average","Men","25-34","1992",46.3
"Unweighted","Average","Men","25-34","1994",46.0
"Unweighted","Average","Men","25-34","1996",48.2
"Unweighted","Average","Men","25-34","1998",45.4
"Unweighted","Average","Men","25-34","2000",34.7
"Unweighted","Average","Men","25-34","2002",34.7
"Unweighted","Average","Men","25-34","2004",38.1
"Unweighted","Average","Men","25-34","2006",32.5
"Unweighted","Average","Men","25-34","2008",25.8
"Unweighted","Average","Men","25-34","2010",31.2
"Unweighted","Average","Men","25-34","2012",28.8
"Unweighted","Average","Men","25-34","2014",29.4
"Unweighted","Average","Men","25-34","2016",33.6
"Unweighted","Average","Men","25-34","2018",33.2
"Unweighted","Average","Men","25-34","2020",22.1
"Unweighted","Average","Men","25-34","2022",22.5
"Unweighted","Average","Men","25-34","2024",27.4
"Unweighted","Average","Men","35-44","1990",60.9
"Unweighted","Average","Men","35-44","1992",62.6
"Unweighted","Average","Men","35-44","1994",64.0
"Unweighted","Average","Men","35-44","1996",55.6
"Unweighted","Average","Men","35-44","1998",56.6
"Unweighted","Average","Men","35-44","2000",62.4
"Unweighted","Average","Men","35-44","2002",46.4
"Unweighted","Average","Men","35-44","2004",48.5
"Unweighted","Average","Men","35-44","2006",47.3
"Unweighted","Average","Men","35-44","2008",49.4
"Unweighted","Average","Men","35-44","2010",42.9
"Unweighted","Average","Men","35-44","2012",45.5
"Unweighted","Average","Men","35-44","2014",35.2
"Unweighted","Average","Men","35-44","2016",33.7
"Unweighted","Average","Men","35-44","2018",37.4
"Unweighted","Average","Men","35-44","2020",36.3
"Unweighted","Average","Men","35-44","2022",35.1
"Unweighted","Average","Men","35-44","2024",27.8
"Unweighted","Average","Men","45-54","1990",67.0
"Unweighted","Average","Men","45-54","1992",72.9
"Unweighted","Average","Men","45-54","1994",62.4
"Unweighted","Average","Men","45-54","1996",63.0
"Unweighted","Average","Men","45-54","1998",57.7
"Unweighted","Average","Men","45-54","2000",69.3
"Unweighted","Average","Men","45-54","2002",64.5
"Unweighted","Average","Men","45-54","2004",59.5
"Unweighted","Average","Men","45-54","2006",54.1
"Unweighted","Average","Men","45-54","2008",54.0
"Unweighted","Average","Men","45-54","2010",52.0
"Unweighted","Average","Men","45-54","2012",51.1
"Unweighted","Average","Men","45-54","2014",47.6
"Unweighted","Average","Men","45-54","2016",49.8
"Unweighted","Average","Men","45-54","2018",50.4
"Unweighted","Average","Men","45-54","2020",40.5
"Unweighted","Average","Men","45-54","2022",37.1
"Unweighted","Average","Men","45-54","2024",35.1
"Unweighted","Average","Men","55-64","1990",74.1
"Unweighted","Average","Men","55-64","1992",67.9
"Unweighted","Average","Men","55-64","1994",71.1
"Unweighted","Average","Men","55-64","1996",64.4
"Unweighted","Average","Men","55-64","1998",65.7
"Unweighted","Average","Men","55-64","2000",67.0
"Unweighted","Average","Men","55-64","2002",55.4
"Unweighted","Average","Men","55-64","2004",57.7
"Unweighted","Average","Men","55-64","2006",60.0
"Unweighted","Average","Men","55-64","2008",55.8
"Unweighted","Average","Men","55-64","2010",59.2
"Unweighted","Average","Men","55-64","2012",51.5
"Unweighted","Average","Men","55-64","2014",53.9
"Unweighted","Average","Men","55-64","2016",54.3
"Unweighted","Average","Men","55-64","2018",52.2
"Unweighted","Average","Men","55-64","2020",52.9
"Unweighted","Average","Men","55-64","2022",45.4
"Unweighted","Average","Men","55-64","2024",43.2
"Unweighted","Average","Women","All age groups (16-64)","1990",64.2
"Unweighted","Average","Women","All age groups (16-64)","1992",61.4
"Unweighted","Average","Women","All age groups (16-64)","1994",60.9
"Unweighted","Average","Women","All age groups (16-64)","1996",56.2
"Unweighted","Average","Women","All age groups (16-64)","1998",56.7
"Unweighted","Average","Women","All age groups (16-64)","2000",53.1
"Unweighted","Average","Women","All age groups (16-64)","2002",51.6
"Unweighted","Average","Women","All age groups (16-64)","2004",47.9
"Unweighted","Average","Women","All age groups (16-64)","2006",45.1
"Unweighted","Average","Women","All age groups (16-64)","2008",39.5
"Unweighted","Average","Women","All age groups (16-64)","2010",40.7
"Unweighted","Average","Women","All age groups (16-64)","2012",36.6
"Unweighted","Average","Women","All age groups (16-64)","2014",38.5
"Unweighted","Average","Women","All age groups (16-64)","2016",35.9
"Unweighted","Average","Women","All age groups (16-64)","2018",40.2
"Unweighted","Average","Women","All age groups (16-64)","2020",31.6
"Unweighted","Average","Women","All age groups (16-64)","2022",32.4
"Unweighted","Average","Women","All age groups (16-64)","2024",36.5
"Unweighted","Average","Women","16-24","1990",39.1
"Unweighted","Average","Women","16-24","1992",40.0
"Unweighted","Average","Women","16-24","1994",44.0
"Unweighted","Average","Women","16-24","1996",40.3
"Unweighted","Average","Women","16-24","1998",34.8
"Unweighted","Average","Women","16-24","2000",38.5
"Unweighted","Average","Women","16-24","2002",32.3
"Unweighted","Average","Women","16-24","2004",32.3
"Unweighted","Average","Women","16-24","2006",32.3
"Unweighted","Average","Women","16-24","2008",21.9
"Unweighted","Average","Women","16-24","2010",24.4
"Unweighted","Average","Women","16-24","2012",27.5
"Unweighted","Average","Women","16-24","2014",21.1
"Unweighted","Average","Women","16-24","2016",28.7
"Unweighted","Average","Women","16-24","2018",28.7
"Unweighted","Average","Women","16-24","2020",26.4
"Unweighted","Average","Women","16-24","2022",23.8
"Unweighted","Average","Women","16-24","2024",33.6
"Unweighted","Average","Women","25-34","1990",60.5
"Unweighted","Average","Women","25-34","1992",60.7
"Unweighted","Average","Women","25-34","1994",51.6
"Unweighted","Average","Women","25-34","1996",48.4
"Unweighted","Average","Women","25-34","1998",49.3
"Unweighted","Average","Women","25-34","2000",47.2
"Unweighted","Average","Women","25-34","2002",41.3
"Unweighted","Average","Women","25-34","2004",32.0
"Unweighted","Average","Women","25-34","2006",31.8
"Unweighted","Average","Women","25-34","2008",25.5
"Unweighted","Average","Women","25-34","2010",28.0
"Unweighted","Average","Women","25-34","2012",23.1
"Unweighted","Average","Women","25-34","2014",24.6
"Unweighted","Average","Women","25-34","2016",23.7
"Unweighted","Average","Women","25-34","2018",30.3
"Unweighted","Average","Women","25-34","2020",22.5
"Unweighted","Average","Women","25-34","2022",22.2
"Unweighted","Average","Women","25-34","2024",22.7
"Unweighted","Average","Women","35-44","1990",63.6
"Unweighted","Average","Women","35-44","1992",60.2
"Unweighted","Average","Women","35-44","1994",57.4
"Unweighted","Average","Women","35-44","1996",62.5
"Unweighted","Average","Women","35-44","1998",60.0
"Unweighted","Average","Women","35-44","2000",53.3
"Unweighted","Average","Women","35-44","2002",54.7
"Unweighted","Average","Women","35-44","2004",50.0
"Unweighted","Average","Women","35-44","2006",42.3
"Unweighted","Average","Women","35-44","2008",35.1
"Unweighted","Average","Women","35-44","2010",39.5
"Unweighted","Average","Women","35-44","2012",29.5
"Unweighted","Average","Women","35-44","2014",32.7
"Unweighted","Average","Women","35-44","2016",28.3
"Unweighted","Average","Women","35-44","2018",36.2
"Unweighted","Average","Women","35-44","2020",26.1
"Unweighted","Average","Women","35-44","2022",27.8
"Unweighted","Average","Women","35-44","2024",31.8
"Unweighted","Average","Women","45-54","1990",70.9
"Unweighted","Average","Women","45-54","1992",70.0
"Unweighted","Average","Women","45-54","1994",75.2
"Unweighted","Average","Women","45-54","1996",61.7
"Unweighted","Average","Women","45-54","1998",61.1
"Unweighted","Average","Women","45-54","2000",54.9
"Unweighted","Average","Women","45-54","2002",57.4
"Unweighted","Average","Women","45-54","2004",57.1
"Unweighted","Average","Women","45-54","2006",57.8
"Unweighted","Average","Women","45-54","2008",52.4
"Unweighted","Average","Women","45-54","2010",51.0
"Unweighted","Average","Women","45-54","2012",41.9
"Unweighted","Average","Women","45-54","2014",45.5
"Unweighted","Average","Women","45-54","2016",42.5
"Unweighted","Average","Women","45-54","2018",47.7
"Unweighted","Average","Women","45-54","2020",34.8
"Unweighted","Average","Women","45-54","2022",36.5
"Unweighted","Average","Women","45-54","2024",38.7
"Unweighted","Average","Women","55-64","1990",71.4
"Unweighted","Average","Women","55-64","1992",77.0
"Unweighted","Average","Women","55-64","1994",67.1
"Unweighted","Average","Women","55-64","1996",64.8
"Unweighted","Average","Women","55-64","1998",73.0
"Unweighted","Average","Women","55-64","2000",67.7
"Unweighted","Average","Women","55-64","2002",67.5
"Unweighted","Average","Women","55-64","2004",63.8
"Unweighted","Average","Women","55-64","2006",57.5
"Unweighted","Average","Women","55-64","2008",60.3
"Unweighted","Average","Women","55-64","2010",55.3
"Unweighted","Average","Women","55-64","2012",52.1
"Unweighted","Average","Women","55-64","2014",55.1
"Unweighted","Average","Women","55-64","2016",50.0
"Unweighted","Average","Women","55-64","2018",51.1
"Unweighted","Average","Women","55-64","2020",44.0
"Unweighted","Average","Women","55-64","2022",45.0
"Unweighted","Average","Women","55-64","2024",49.7
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","1990",11.3
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","1992",7.7
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","1994",9.5
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","1996",10.1
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","1998",9.5
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2000",10.6
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2002",10.3
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2004",11.2
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2006",10.0
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2008",8.8
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2010",10.3
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2012",10.7
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2014",10.1
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2016",9.4
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2018",9.1
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2020",9.5
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2022",8.7
"Unweighted","Poor or rather poor","Men and women","All age groups (16-64)","2024",9.3
"Unweighted","Poor or rather poor","Men and women","16-24","1990",7.6
"Unweighted","Poor or rather poor","Men and women","16-24","1992",3.7
"Unweighted","Poor or rather poor","Men and women","16-24","1994",4.4
"Unweighted","Poor or rather poor","Men and women","16-24","1996",2.9
"Unweighted","Poor or rather poor","Men and women","16-24","1998",3.0
"Unweighted","Poor or rather poor","Men and women","16-24","2000",3.3
"Unweighted","Poor or rather poor","Men and women","16-24","2002",2.4
"Unweighted","Poor or rather poor","Men and women","16-24","2004",4.4
"Unweighted","Poor or rather poor","Men and women","16-24","2006",5.2
"Unweighted","Poor or rather poor","Men and women","16-24","2008",2.4
"Unweighted","Poor or rather poor","Men and women","16-24","2010",2.6
"Unweighted","Poor or rather poor","Men and women","16-24","2012",3.0
"Unweighted","Poor or rather poor","Men and women","16-24","2014",3.3
"Unweighted","Poor or rather poor","Men and women","16-24","2016",2.7
"Unweighted","Poor or rather poor","Men and women","16-24","2018",6.0
"Unweighted","Poor or rather poor","Men and women","16-24","2020",3.6
"Unweighted","Poor or rather poor","Men and women","16-24","2022",4.6
"Unweighted","Poor or rather poor","Men and women","16-24","2024",4.9
"Unweighted","Poor or rather poor","Men and women","25-34","1990",6.2
"Unweighted","Poor or rather poor","Men and women","25-34","1992",4.3
"Unweighted","Poor or rather poor","Men and women","25-34","1994",3.4
"Unweighted","Poor or rather poor","Men and women","25-34","1996",5.6
"Unweighted","Poor or rather poor","Men and women","25-34","1998",5.1
"Unweighted","Poor or rather poor","Men and women","25-34","2000",4.9
"Unweighted","Poor or rather poor","Men and women","25-34","2002",5.9
"Unweighted","Poor or rather poor","Men and women","25-34","2004",5.0
"Unweighted","Poor or rather poor","Men and women","25-34","2006",4.6
"Unweighted","Poor or rather poor","Men and women","25-34","2008",3.9
"Unweighted","Poor or rather poor","Men and women","25-34","2010",4.6
"Unweighted","Poor or rather poor","Men and women","25-34","2012",5.1
"Unweighted","Poor or rather poor","Men and women","25-34","2014",2.2
"Unweighted","Poor or rather poor","Men and women","25-34","2016",5.3
"Unweighted","Poor or rather poor","Men and women","25-34","2018",4.2
"Unweighted","Poor or rather poor","Men and women","25-34","2020",4.0
"Unweighted","Poor or rather poor","Men and women","25-34","2022",3.8
"Unweighted","Poor or rather poor","Men and women","25-34","2024",6.5
"Unweighted","Poor or rather poor","Men and women","35-44","1990",9.1
"Unweighted","Poor or rather poor","Men and women","35-44","1992",6.1
"Unweighted","Poor or rather poor","Men and women","35-44","1994",7.9
"Unweighted","Poor or rather poor","Men and women","35-44","1996",7.9
"Unweighted","Poor or rather poor","Men and women","35-44","1998",8.4
"Unweighted","Poor or rather poor","Men and women","35-44","2000",7.4
"Unweighted","Poor or rather poor","Men and women","35-44","2002",7.8
"Unweighted","Poor or rather poor","Men and women","35-44","2004",9.2
"Unweighted","Poor or rather poor","Men and women","35-44","2006",6.9
"Unweighted","Poor or rather poor","Men and women","35-44","2008",5.9
"Unweighted","Poor or rather poor","Men and women","35-44","2010",8.1
"Unweighted","Poor or rather poor","Men and women","35-44","2012",5.5
"Unweighted","Poor or rather poor","Men and women","35-44","2014",8.7
"Unweighted","Poor or rather poor","Men and women","35-44","2016",5.5
"Unweighted","Poor or rather poor","Men and women","35-44","2018",7.5
"Unweighted","Poor or rather poor","Men and women","35-44","2020",5.7
"Unweighted","Poor or rather poor","Men and women","35-44","2022",7.3
"Unweighted","Poor or rather poor","Men and women","35-44","2024",7.0
"Unweighted","Poor or rather poor","Men and women","45-54","1990",15.2
"Unweighted","Poor or rather poor","Men and women","45-54","1992",12.4
"Unweighted","Poor or rather poor","Men and women","45-54","1994",12.4
"Unweighted","Poor or rather poor","Men and women","45-54","1996",15.0
"Unweighted","Poor or rather poor","Men and women","45-54","1998",13.6
"Unweighted","Poor or rather poor","Men and women","45-54","2000",17.5
"Unweighted","Poor or rather poor","Men and women","45-54","2002",14.5
"Unweighted","Poor or rather poor","Men and women","45-54","2004",14.6
"Unweighted","Poor or rather poor","Men and women","45-54","2006",13.0
"Unweighted","Poor or rather poor","Men and women","45-54","2008",11.9
"Unweighted","Poor or rather poor","Men and women","45-54","2010",14.1
"Unweighted","Poor or rather poor","Men and women","45-54","2012",13.9
"Unweighted","Poor or rather poor","Men and women","45-54","2014",11.2
"Unweighted","Poor or rather poor","Men and women","45-54","2016",10.8
"Unweighted","Poor or rather poor","Men and women","45-54","2018",10.0
"Unweighted","Poor or rather poor","Men and women","45-54","2020",11.3
"Unweighted","Poor or rather poor","Men and women","45-54","2022",9.6
"Unweighted","Poor or rather poor","Men and women","45-54","2024",9.0
"Unweighted","Poor or rather poor","Men and women","55-64","1990",17.0
"Unweighted","Poor or rather poor","Men and women","55-64","1992",15.0
"Unweighted","Poor or rather poor","Men and women","55-64","1994",17.4
"Unweighted","Poor or rather poor","Men and women","55-64","1996",19.6
"Unweighted","Poor or rather poor","Men and women","55-64","1998",17.0
"Unweighted","Poor or rather poor","Men and women","55-64","2000",18.5
"Unweighted","Poor or rather poor","Men and women","55-64","2002",20.4
"Unweighted","Poor or rather poor","Men and women","55-64","2004",23.0
"Unweighted","Poor or rather poor","Men and women","55-64","2006",19.3
"Unweighted","Poor or rather poor","Men and women","55-64","2008",20.3
"Unweighted","Poor or rather poor","Men and women","55-64","2010",20.3
"Unweighted","Poor or rather poor","Men and women","55-64","2012",21.9
"Unweighted","Poor or rather poor","Men and women","55-64","2014",20.0
"Unweighted","Poor or rather poor","Men and women","55-64","2016",18.7
"Unweighted","Poor or rather poor","Men and women","55-64","2018",15.5
"Unweighted","Poor or rather poor","Men and women","55-64","2020",19.2
"Unweighted","Poor or rather poor","Men and women","55-64","2022",15.7
"Unweighted","Poor or rather poor","Men and women","55-64","2024",16.0
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","1990",9.8
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","1992",6.3
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","1994",7.5
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","1996",9.1
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","1998",9.3
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2000",8.9
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2002",11.0
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2004",11.8
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2006",11.0
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2008",10.1
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2010",11.7
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2012",12.0
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2014",11.1
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2016",10.1
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2018",10.4
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2020",10.8
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2022",9.0
"Unweighted","Poor or rather poor","Men","All age groups (16-64)","2024",9.7
"Unweighted","Poor or rather poor","Men","16-24","1990",9.1
"Unweighted","Poor or rather poor","Men","16-24","1992",2.5
"Unweighted","Poor or rather poor","Men","16-24","1994",0.0
"Unweighted","Poor or rather poor","Men","16-24","1996",1.4
"Unweighted","Poor or rather poor","Men","16-24","1998",2.6
"Unweighted","Poor or rather poor","Men","16-24","2000",2.7
"Unweighted","Poor or rather poor","Men","16-24","2002",1.8
"Unweighted","Poor or rather poor","Men","16-24","2004",4.0
"Unweighted","Poor or rather poor","Men","16-24","2006",5.9
"Unweighted","Poor or rather poor","Men","16-24","2008",2.4
"Unweighted","Poor or rather poor","Men","16-24","2010",1.7
"Unweighted","Poor or rather poor","Men","16-24","2012",4.7
"Unweighted","Poor or rather poor","Men","16-24","2014",3.0
"Unweighted","Poor or rather poor","Men","16-24","2016",4.1
"Unweighted","Poor or rather poor","Men","16-24","2018",6.6
"Unweighted","Poor or rather poor","Men","16-24","2020",3.2
"Unweighted","Poor or rather poor","Men","16-24","2022",4.8
"Unweighted","Poor or rather poor","Men","16-24","2024",3.1
"Unweighted","Poor or rather poor","Men","25-34","1990",3.6
"Unweighted","Poor or rather poor","Men","25-34","1992",4.9
"Unweighted","Poor or rather poor","Men","25-34","1994",2.7
"Unweighted","Poor or rather poor","Men","25-34","1996",2.9
"Unweighted","Poor or rather poor","Men","25-34","1998",5.6
"Unweighted","Poor or rather poor","Men","25-34","2000",5.0
"Unweighted","Poor or rather poor","Men","25-34","2002",3.1
"Unweighted","Poor or rather poor","Men","25-34","2004",6.2
"Unweighted","Poor or rather poor","Men","25-34","2006",7.8
"Unweighted","Poor or rather poor","Men","25-34","2008",5.6
"Unweighted","Poor or rather poor","Men","25-34","2010",6.8
"Unweighted","Poor or rather poor","Men","25-34","2012",5.5
"Unweighted","Poor or rather poor","Men","25-34","2014",3.2
"Unweighted","Poor or rather poor","Men","25-34","2016",4.7
"Unweighted","Poor or rather poor","Men","25-34","2018",4.7
"Unweighted","Poor or rather poor","Men","25-34","2020",4.4
"Unweighted","Poor or rather poor","Men","25-34","2022",3.9
"Unweighted","Poor or rather poor","Men","25-34","2024",5.7
"Unweighted","Poor or rather poor","Men","35-44","1990",6.4
"Unweighted","Poor or rather poor","Men","35-44","1992",2.2
"Unweighted","Poor or rather poor","Men","35-44","1994",5.9
"Unweighted","Poor or rather poor","Men","35-44","1996",7.8
"Unweighted","Poor or rather poor","Men","35-44","1998",8.3
"Unweighted","Poor or rather poor","Men","35-44","2000",5.1
"Unweighted","Poor or rather poor","Men","35-44","2002",11.8
"Unweighted","Poor or rather poor","Men","35-44","2004",9.8
"Unweighted","Poor or rather poor","Men","35-44","2006",6.3
"Unweighted","Poor or rather poor","Men","35-44","2008",5.6
"Unweighted","Poor or rather poor","Men","35-44","2010",12.1
"Unweighted","Poor or rather poor","Men","35-44","2012",4.9
"Unweighted","Poor or rather poor","Men","35-44","2014",10.9
"Unweighted","Poor or rather poor","Men","35-44","2016",6.2
"Unweighted","Poor or rather poor","Men","35-44","2018",8.1
"Unweighted","Poor or rather poor","Men","35-44","2020",7.0
"Unweighted","Poor or rather poor","Men","35-44","2022",8.3
"Unweighted","Poor or rather poor","Men","35-44","2024",8.1
"Unweighted","Poor or rather poor","Men","45-54","1990",14.6
"Unweighted","Poor or rather poor","Men","45-54","1992",9.4
"Unweighted","Poor or rather poor","Men","45-54","1994",13.5
"Unweighted","Poor or rather poor","Men","45-54","1996",15.1
"Unweighted","Poor or rather poor","Men","45-54","1998",12.4
"Unweighted","Poor or rather poor","Men","45-54","2000",15.8
"Unweighted","Poor or rather poor","Men","45-54","2002",14.0
"Unweighted","Poor or rather poor","Men","45-54","2004",14.8
"Unweighted","Poor or rather poor","Men","45-54","2006",15.9
"Unweighted","Poor or rather poor","Men","45-54","2008",13.7
"Unweighted","Poor or rather poor","Men","45-54","2010",17.3
"Unweighted","Poor or rather poor","Men","45-54","2012",17.4
"Unweighted","Poor or rather poor","Men","45-54","2014",11.4
"Unweighted","Poor or rather poor","Men","45-54","2016",11.0
"Unweighted","Poor or rather poor","Men","45-54","2018",12.7
"Unweighted","Poor or rather poor","Men","45-54","2020",14.4
"Unweighted","Poor or rather poor","Men","45-54","2022",8.9
"Unweighted","Poor or rather poor","Men","45-54","2024",9.7
"Unweighted","Poor or rather poor","Men","55-64","1990",17.3
"Unweighted","Poor or rather poor","Men","55-64","1992",17.0
"Unweighted","Poor or rather poor","Men","55-64","1994",12.1
"Unweighted","Poor or rather poor","Men","55-64","1996",21.7
"Unweighted","Poor or rather poor","Men","55-64","1998",19.1
"Unweighted","Poor or rather poor","Men","55-64","2000",16.5
"Unweighted","Poor or rather poor","Men","55-64","2002",24.8
"Unweighted","Poor or rather poor","Men","55-64","2004",28.2
"Unweighted","Poor or rather poor","Men","55-64","2006",19.1
"Unweighted","Poor or rather poor","Men","55-64","2008",24.9
"Unweighted","Poor or rather poor","Men","55-64","2010",20.0
"Unweighted","Poor or rather poor","Men","55-64","2012",25.2
"Unweighted","Poor or rather poor","Men","55-64","2014",23.1
"Unweighted","Poor or rather poor","Men","55-64","2016",21.3
"Unweighted","Poor or rather poor","Men","55-64","2018",17.5
"Unweighted","Poor or rather poor","Men","55-64","2020",20.7
"Unweighted","Poor or rather poor","Men","55-64","2022",17.6
"Unweighted","Poor or rather poor","Men","55-64","2024",18.4
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","1990",12.4
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","1992",9.0
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","1994",11.1
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","1996",10.9
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","1998",9.7
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2000",11.8
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2002",9.9
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2004",10.8
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2006",9.3
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2008",7.9
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2010",9.3
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2012",9.7
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2014",9.4
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2016",9.0
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2018",8.2
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2020",8.6
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2022",8.5
"Unweighted","Poor or rather poor","Women","All age groups (16-64)","2024",9.7
"Unweighted","Poor or rather poor","Women","16-24","1990",6.5
"Unweighted","Poor or rather poor","Women","16-24","1992",5.0
"Unweighted","Poor or rather poor","Women","16-24","1994",8.0
"Unweighted","Poor or rather poor","Women","16-24","1996",4.7
"Unweighted","Poor or rather poor","Women","16-24","1998",3.4
"Unweighted","Poor or rather poor","Women","16-24","2000",3.8
"Unweighted","Poor or rather poor","Women","16-24","2002",3.0
"Unweighted","Poor or rather poor","Women","16-24","2004",4.7
"Unweighted","Poor or rather poor","Women","16-24","2006",4.6
"Unweighted","Poor or rather poor","Women","16-24","2008",2.4
"Unweighted","Poor or rather poor","Women","16-24","2010",3.3
"Unweighted","Poor or rather poor","Women","16-24","2012",1.3
"Unweighted","Poor or rather poor","Women","16-24","2014",3.4
"Unweighted","Poor or rather poor","Women","16-24","2016",1.6
"Unweighted","Poor or rather poor","Women","16-24","2018",5.5
"Unweighted","Poor or rather poor","Women","16-24","2020",3.8
"Unweighted","Poor or rather poor","Women","16-24","2022",4.4
"Unweighted","Poor or rather poor","Women","16-24","2024",3.1
"Unweighted","Poor or rather poor","Women","25-34","1990",8.5
"Unweighted","Poor or rather poor","Women","25-34","1992",3.6
"Unweighted","Poor or rather poor","Women","25-34","1994",3.9
"Unweighted","Poor or rather poor","Women","25-34","1996",7.7
"Unweighted","Poor or rather poor","Women","25-34","1998",4.8
"Unweighted","Poor or rather poor","Women","25-34","2000",4.9
"Unweighted","Poor or rather poor","Women","25-34","2002",8.0
"Unweighted","Poor or rather poor","Women","25-34","2004",3.9
"Unweighted","Poor or rather poor","Women","25-34","2006",2.6
"Unweighted","Poor or rather poor","Women","25-34","2008",2.6
"Unweighted","Poor or rather poor","Women","25-34","2010",2.9
"Unweighted","Poor or rather poor","Women","25-34","2012",4.8
"Unweighted","Poor or rather poor","Women","25-34","2014",1.4
"Unweighted","Poor or rather poor","Women","25-34","2016",5.8
"Unweighted","Poor or rather poor","Women","25-34","2018",3.8
"Unweighted","Poor or rather poor","Women","25-34","2020",3.7
"Unweighted","Poor or rather poor","Women","25-34","2022",3.6
"Unweighted","Poor or rather poor","Women","25-34","2024",5.7
"Unweighted","Poor or rather poor","Women","35-44","1990",11.2
"Unweighted","Poor or rather poor","Women","35-44","1992",8.9
"Unweighted","Poor or rather poor","Women","35-44","1994",9.7
"Unweighted","Poor or rather poor","Women","35-44","1996",8.0
"Unweighted","Poor or rather poor","Women","35-44","1998",8.5
"Unweighted","Poor or rather poor","Women","35-44","2000",9.1
"Unweighted","Poor or rather poor","Women","35-44","2002",5.2
"Unweighted","Poor or rather poor","Women","35-44","2004",8.6
"Unweighted","Poor or rather poor","Women","35-44","2006",7.4
"Unweighted","Poor or rather poor","Women","35-44","2008",6.2
"Unweighted","Poor or rather poor","Women","35-44","2010",5.5
"Unweighted","Poor or rather poor","Women","35-44","2012",5.8
"Unweighted","Poor or rather poor","Women","35-44","2014",7.1
"Unweighted","Poor or rather poor","Women","35-44","2016",5.0
"Unweighted","Poor or rather poor","Women","35-44","2018",7.0
"Unweighted","Poor or rather poor","Women","35-44","2020",4.8
"Unweighted","Poor or rather poor","Women","35-44","2022",6.4
"Unweighted","Poor or rather poor","Women","35-44","2024",8.1
"Unweighted","Poor or rather poor","Women","45-54","1990",15.8
"Unweighted","Poor or rather poor","Women","45-54","1992",15.6
"Unweighted","Poor or rather poor","Women","45-54","1994",11.5
"Unweighted","Poor or rather poor","Women","45-54","1996",14.8
"Unweighted","Poor or rather poor","Women","45-54","1998",14.4
